team,year,name,nameKey,pos
COL,2002,G.Bennett,bennega01,C
COL,2002,T.Helton,heltoto01,1B
COL,2002,B.Butler,butlebr02,2B
COL,2002,T.Zeile,zeileto01,3B
COL,2002,J.Uribe,uribeju01,SS
COL,2002,T.Hollandsworth,hollato01,LF
COL,2002,J.Pierre,pierrju01,CF
COL,2002,L.Walker,walkela01,RF
COL,2002,B.Agbayani,agbaybe01,DH
DET,2002,B.Inge,ingebr01,C
DET,2002,C.Pena,penaca01,1B
DET,2002,D.Easley,easleda01,2B
DET,2002,C.Truby,trubych01,3B
DET,2002,S.Halter,haltesh01,SS
DET,2002,B.Higginson,higgibo02,LF
DET,2002,W.Magee,mageewe01,CF
DET,2002,R.Fick,fickro01,RF
DET,2002,R.Simon,simonra01,DH
FLA,2002,C.Johnson,johnsch04,C
FLA,2002,D.Lee,leede02,1B
FLA,2002,L.Castillo,castilu01,2B
FLA,2002,M.Lowell,lowelmi01,3B
FLA,2002,A.Fox,foxan01,SS
FLA,2002,K.Millar,millake01,LF
FLA,2002,P.Wilson,wilsopr01,CF
FLA,2002,J.Encarnacion,encarju01,RF
FLA,2002,R.Castro,castrra01,DH
HOU,2002,B.Ausmus,ausmubr01,C
HOU,2002,J.Bagwell,bagweje01,1B
HOU,2002,C.Biggio,biggicr01,2B
HOU,2002,G.Blum,blumge01,3B
HOU,2002,J.Lugo,lugoju01,SS
HOU,2002,D.Ward,wardda01,LF
HOU,2002,L.Berkman,berkmla01,CF
HOU,2002,R.Hidalgo,hidalri01,RF
HOU,2002,O.Merced,merceor01,DH
KCR,2002,B.Mayne,maynebr01,C
KCR,2002,M.Sweeney,sweenmi01,1B
KCR,2002,C.Febles,febleca01,2B
KCR,2002,J.Randa,randajo01,3B
KCR,2002,N.Perez,perezne01,SS
KCR,2002,C.Knoblauch,knoblch01,LF
KCR,2002,C.Beltran,beltrca01,CF
KCR,2002,M.Tucker,tuckemi01,RF
KCR,2002,R.Ibanez,ibanera01,DH
LAD,2002,P.Lo Duca,loducpa01,C
LAD,2002,E.Karros,karroer01,1B
LAD,2002,M.Grudzielanek,grudzma01,2B
LAD,2002,A.Beltre,beltrad01,3B
LAD,2002,C.Izturis,izturce01,SS
LAD,2002,B.Jordan,jordabr01,LF
LAD,2002,D.Roberts,roberda07,CF
LAD,2002,S.Green,greensh01,RF
LAD,2002,D.Hansen,hanseda01,DH
MIL,2002,P.Bako,bakopa01,C
MIL,2002,R.Sexson,sexsori01,1B
MIL,2002,E.Young,younger01,2B
MIL,2002,T.Houston,houstty01,3B
MIL,2002,J.Hernandez,hernajo01,SS
MIL,2002,G.Jenkins,jenkige01,LF
MIL,2002,A.Sanchez,sanchal03,CF
MIL,2002,A.Ochoa,ochoaal01,RF
MIL,2002,L.Harris,harrile01,DH
MIN,2002,A.Pierzynski,pierza.01,C
MIN,2002,D.Mientkiewicz,mientdo01,1B
MIN,2002,L.Rivas,rivaslu01,2B
MIN,2002,C.Koskie,koskico01,3B
MIN,2002,C.Guzman,guzmacr01,SS
MIN,2002,J.Jones,jonesja05,LF
MIN,2002,T.Hunter,hunteto01,CF
MIN,2002,D.Mohr,mohrdu01,RF
MIN,2002,D.Ortiz,ortizda01,DH
MON,2002,M.Barrett,barremi01,C
MON,2002,A.Galarraga,galaran01,1B
MON,2002,J.Vidro,vidrojo01,2B
MON,2002,F.Tatis,tatisfe01,3B
MON,2002,O.Cabrera,cabreor01,SS
MON,2002,B.Wilkerson,wilkebr01,LF
MON,2002,J.Macias,maciajo01,CF
MON,2002,V.Guerrero,guerrvl01,RF
MON,2002,T.O'Leary,o'leatr01,DH
NYM,2002,M.Piazza,piazzmi01,C
NYM,2002,M.Vaughn,vaughmo01,1B
NYM,2002,R.Alomar,alomaro01,2B
NYM,2002,E.Alfonzo,alfoned01,3B
NYM,2002,R.Ordonez,ordonre01,SS
NYM,2002,R.Cedeno,cedenro01,LF
NYM,2002,T.Perez,perezti01,CF
NYM,2002,J.Burnitz,burnije01,RF
NYM,2002,T.Tarasco,tarasto01,DH
NYY,2002,J.Posada,posadjo01,C
NYY,2002,J.Giambi,giambja01,1B
NYY,2002,A.Soriano,soriaal01,2B
NYY,2002,R.Ventura,venturo01,3B
NYY,2002,D.Jeter,jeterde01,SS
NYY,2002,R.White,whitero02,LF
NYY,2002,B.Williams,willibe02,CF
NYY,2002,R.Mondesi,mondera01,RF
NYY,2002,N.Johnson,johnsni01,DH
OAK,2002,R.Hernandez,hernara02,C
OAK,2002,S.Hatteberg,hattesc01,1B
OAK,2002,M.Ellis,ellisma01,2B
OAK,2002,E.Chavez,chaveer01,3B
OAK,2002,M.Tejada,tejadmi01,SS
OAK,2002,D.Justice,justida01,LF
OAK,2002,T.Long,longte01,CF
OAK,2002,J.Dye,dyeje01,RF
OAK,2002,R.Durham,durhara01,DH
PHI,2002,M.Lieberthal,liebemi01,C
PHI,2002,T.Lee,leetr01,1B
PHI,2002,M.Anderson,anderma02,2B
PHI,2002,S.Rolen,rolensc01,3B
PHI,2002,J.Rollins,rolliji01,SS
PHI,2002,P.Burrell,burrepa01,LF
PHI,2002,D.Glanville,glanvdo01,CF
PHI,2002,B.Abreu,abreubo01,RF
PHI,2002,J.Giambi,giambje01,DH
PIT,2002,J.Kendall,kendaja01,C
PIT,2002,K.Young,youngke01,1B
PIT,2002,P.Reese,reesepo01,2B
PIT,2002,A.Ramirez,ramirar01,3B
PIT,2002,J.Wilson,wilsoja02,SS
PIT,2002,B.Giles,gilesbr02,LF
PIT,2002,A.Brown,brownad01,CF
PIT,2002,R.Mackowiak,mackoro01,RF
PIT,2002,C.Wilson,wilsocr03,DH
SDP,2002,T.Lampkin,lampkto01,C
SDP,2002,R.Klesko,kleskry01,1B
SDP,2002,R.Vazquez,vazqura01,2B
SDP,2002,P.Nevin,nevinph01,3B
SDP,2002,D.Cruz,cruzde01,SS
SDP,2002,R.Gant,gantro01,LF
SDP,2002,M.Kotsay,kotsama01,CF
SDP,2002,B.Trammell,trammbu01,RF
SDP,2002,T.Hubbard,hubbatr01,DH
SEA,2002,D.Wilson,wilsoda01,C
SEA,2002,J.Olerud,olerujo01,1B
SEA,2002,B.Boone,boonebr01,2B
SEA,2002,J.Cirillo,cirilje01,3B
SEA,2002,C.Guillen,guillca01,SS
SEA,2002,M.McLemore,mclemma01,LF
SEA,2002,M.Cameron,camermi01,CF
SEA,2002,I.Suzuki,suzukic01,RF
SEA,2002,E.Martinez,martied01,DH
SFG,2002,B.Santiago,santibe01,C
SFG,2002,J.Snow,snowj.01,1B
SFG,2002,J.Kent,kentje01,2B
SFG,2002,D.Bell,bellda01,3B
SFG,2002,R.Aurilia,aurilri01,SS
SFG,2002,B.Bonds,bondsba01,LF
SFG,2002,T.Shinjo,shinjts01,CF
SFG,2002,R.Sanders,sandere02,RF
SFG,2002,S.Dunston,dunstsh01,DH
STL,2002,M.Matheny,mathemi01,C
STL,2002,T.Martinez,martiti02,1B
STL,2002,F.Vina,vinafe01,2B
STL,2002,P.Polanco,polanpl01,3B
STL,2002,E.Renteria,renteed01,SS
STL,2002,A.Pujols,pujolal01,LF
STL,2002,J.Edmonds,edmonji01,CF
STL,2002,J.Drew,drewj.01,RF
STL,2002,M.Cairo,cairomi01,DH
TBD,2002,T.Hall,hallto02,C
TBD,2002,S.Cox,coxst01,1B
TBD,2002,B.Abernathy,abernbr01,2B
TBD,2002,J.Sandberg,sandbja01,3B
TBD,2002,C.Gomez,gomezch02,SS
TBD,2002,C.Crawford,crawfca02,LF
TBD,2002,R.Winn,winnra01,CF
TBD,2002,B.Grieve,grievbe01,RF
TBD,2002,A.Huff,huffau01,DH
TEX,2002,I.Rodriguez,rodriiv01,C
TEX,2002,R.Palmeiro,palmera01,1B
TEX,2002,M.Young,youngmi02,2B
TEX,2002,H.Perry,perryhe01,3B
TEX,2002,A.Rodriguez,rodrial01,SS
TEX,2002,K.Mench,menchke01,LF
TEX,2002,R.Rivera,riverru01,CF
TEX,2002,J.Gonzalez,gonzaju03,RF
TEX,2002,R.Greer,greerru01,DH
TOR,2002,K.Huckaby,huckake01,C
TOR,2002,C.Delgado,delgaca01,1B
TOR,2002,D.Berg,bergda01,2B
TOR,2002,E.Hinske,hinsker01,3B
TOR,2002,F.Lopez,lopezfe01,SS
TOR,2002,S.Stewart,stewash01,LF
TOR,2002,V.Wells,wellsve01,CF
TOR,2002,R.Mondesi,mondera01,RF
TOR,2002,J.Phelps,phelpjo01,DH
ANA,2003,B.Molina,molinbe01,C
ANA,2003,S.Spiezio,spiezsc01,1B
ANA,2003,A.Kennedy,kennead01,2B
ANA,2003,T.Glaus,glaustr01,3B
ANA,2003,D.Eckstein,eckstda01,SS
ANA,2003,G.Anderson,anderga01,LF
ANA,2003,D.Erstad,erstada01,CF
ANA,2003,J.DaVanon,davanje02,RF
ANA,2003,T.Salmon,salmoti01,DH
ARI,2003,R.Barajas,barajro01,C
ARI,2003,L.Overbay,overbly01,1B
ARI,2003,J.Spivey,spiveju01,2B
ARI,2003,C.Counsell,counscr01,3B
ARI,2003,A.Cintron,cintral01,SS
ARI,2003,L.Gonzalez,gonzalu01,LF
ARI,2003,S.Finley,finlest01,CF
ARI,2003,D.Bautista,bautida01,RF
ARI,2003,C.Baerga,baergca01,DH
ATL,2003,J.Lopez,lopezja01,C
ATL,2003,R.Fick,fickro01,1B
ATL,2003,M.Giles,gilesma01,2B
ATL,2003,V.Castilla,castivi02,3B
ATL,2003,R.Furcal,furcara02,SS
ATL,2003,C.Jones,jonesch06,LF
ATL,2003,A.Jones,jonesan01,CF
ATL,2003,G.Sheffield,sheffga01,RF
ATL,2003,M.Franco,francma01,DH
BAL,2003,B.Fordyce,fordybr01,C
BAL,2003,J.Conine,coninje01,1B
BAL,2003,B.Roberts,roberbr01,2B
BAL,2003,T.Batista,batisto01,3B
BAL,2003,D.Cruz,cruzde01,SS
BAL,2003,L.Bigbie,bigbila01,LF
BAL,2003,L.Matos,matoslu01,CF
BAL,2003,J.Gibbons,gibboja01,RF
BAL,2003,D.Segui,seguida01,DH
BOS,2003,J.Varitek,varitja01,C
BOS,2003,K.Millar,millake01,1B
BOS,2003,T.Walker,walketo04,2B
BOS,2003,B.Mueller,muellbi02,3B
BOS,2003,N.Garciaparra,garcino01,SS
BOS,2003,M.Ramirez,ramirma02,LF
BOS,2003,J.Damon,damonjo01,CF
BOS,2003,T.Nixon,nixontr01,RF
BOS,2003,D.Ortiz,ortizda01,DH
CHC,2003,D.Miller,milleda02,C
CHC,2003,E.Karros,karroer01,1B
CHC,2003,M.Grudzielanek,grudzma01,2B
CHC,2003,A.Ramirez,ramirar01,3B
CHC,2003,A.Gonzalez,gonzaal01,SS
CHC,2003,M.Alou,aloumo01,LF
CHC,2003,C.Patterson,patteco01,CF
CHC,2003,S.Sosa,sosasa01,RF
CHC,2003,A.Alfonseca,alfonan01,DH
CHW,2003,M.Olivo,olivomi01,C
CHW,2003,P.Konerko,konerpa01,1B
CHW,2003,D.Jimenez,jimend'01,2B
CHW,2003,J.Crede,credejo01,3B
CHW,2003,J.Valentin,valenjo03,SS
CHW,2003,C.Lee,leeca01,LF
CHW,2003,C.Everett,evereca01,CF
CHW,2003,M.Ordonez,ordonma01,RF
CHW,2003,F.Thomas,thomafr04,DH
CIN,2003,J.LaRue,larueja01,C
CIN,2003,S.Casey,caseyse01,1B
CIN,2003,D.Jimenez,jimend'01,2B
CIN,2003,A.Boone,booneaa01,3B
CIN,2003,B.Larkin,larkiba01,SS
CIN,2003,A.Dunn,dunnad01,LF
CIN,2003,R.Taylor,taylore01,CF
CIN,2003,J.Guillen,guilljo01,RF
CIN,2003,K.Griffey,griffke02,DH
CLE,2003,J.Bard,bardjo01,C
CLE,2003,B.Broussard,brousbe01,1B
CLE,2003,B.Phillips,phillbr01,2B
CLE,2003,C.Blake,blakeca01,3B
CLE,2003,J.Peralta,peraljh01,SS
CLE,2003,M.Lawton,lawtoma02,LF
CLE,2003,M.Bradley,bradlmi01,CF
CLE,2003,J.Gerut,gerutjo01,RF
CLE,2003,E.Burks,burksel01,DH
COL,2003,C.Johnson,johnsch04,C
COL,2003,T.Helton,heltoto01,1B
COL,2003,R.Belliard,belliro01,2B
COL,2003,C.Stynes,stynech01,3B
COL,2003,J.Uribe,uribeju01,SS
COL,2003,J.Payton,paytoja01,LF
COL,2003,P.Wilson,wilsopr01,CF
COL,2003,L.Walker,walkela01,RF
COL,2003,G.Vaughn,vaughgr01,DH
DET,2003,B.Inge,ingebr01,C
DET,2003,C.Pena,penaca01,1B
DET,2003,W.Morris,morriwa02,2B
DET,2003,E.Munson,munsoer01,3B
DET,2003,R.Santiago,santira01,SS
DET,2003,C.Monroe,monrocr01,LF
DET,2003,A.Sanchez,sanchal03,CF
DET,2003,B.Higginson,higgibo02,RF
DET,2003,D.Young,youngdm01,DH
FLA,2003,I.Rodriguez,rodriiv01,C
FLA,2003,D.Lee,leede02,1B
FLA,2003,L.Castillo,castilu01,2B
FLA,2003,M.Lowell,lowelmi01,3B
FLA,2003,A.Gonzalez,gonzaal02,SS
FLA,2003,T.Hollandsworth,hollato01,LF
FLA,2003,J.Pierre,pierrju01,CF
FLA,2003,J.Encarnacion,encarju01,RF
FLA,2003,C.Allen,allench01,DH
HOU,2003,B.Ausmus,ausmubr01,C
HOU,2003,J.Bagwell,bagweje01,1B
HOU,2003,J.Kent,kentje01,2B
HOU,2003,M.Ensberg,ensbemo01,3B
HOU,2003,A.Everett,everead01,SS
HOU,2003,L.Berkman,berkmla01,LF
HOU,2003,C.Biggio,biggicr01,CF
HOU,2003,R.Hidalgo,hidalri01,RF
HOU,2003,O.Merced,merceor01,DH
KCR,2003,B.Mayne,maynebr01,C
KCR,2003,K.Harvey,harveke01,1B
KCR,2003,D.Relaford,relafde01,2B
KCR,2003,J.Randa,randajo01,3B
KCR,2003,A.Berroa,berroan01,SS
KCR,2003,R.Ibanez,ibanera01,LF
KCR,2003,C.Beltran,beltrca01,CF
KCR,2003,A.Guiel,guielaa01,RF
KCR,2003,M.Sweeney,sweenmi01,DH
LAD,2003,P.Lo Duca,loducpa01,C
LAD,2003,F.McGriff,mcgrifr01,1B
LAD,2003,A.Cora,coraal01,2B
LAD,2003,A.Beltre,beltrad01,3B
LAD,2003,C.Izturis,izturce01,SS
LAD,2003,J.Burnitz,burnije01,LF
LAD,2003,D.Roberts,roberda07,CF
LAD,2003,S.Green,greensh01,RF
LAD,2003,R.Coomer,coomero01,DH
MIL,2003,E.Perez,perezed02,C
MIL,2003,R.Sexson,sexsori01,1B
MIL,2003,E.Young,younger01,2B
MIL,2003,W.Helms,helmswe01,3B
MIL,2003,R.Clayton,claytro01,SS
MIL,2003,G.Jenkins,jenkige01,LF
MIL,2003,S.Podsednik,podsesc01,CF
MIL,2003,J.Vander Wal,vandejo02,RF
MIL,2003,B.Kieschnick,kiescbr01,DH
MIN,2003,A.Pierzynski,pierza.01,C
MIN,2003,D.Mientkiewicz,mientdo01,1B
MIN,2003,L.Rivas,rivaslu01,2B
MIN,2003,C.Koskie,koskico01,3B
MIN,2003,C.Guzman,guzmacr01,SS
MIN,2003,J.Jones,jonesja05,LF
MIN,2003,T.Hunter,hunteto01,CF
MIN,2003,D.Mohr,mohrdu01,RF
MIN,2003,M.LeCroy,lecroma01,DH
MON,2003,B.Schneider,schnebr01,C
MON,2003,W.Cordero,cordewi01,1B
MON,2003,J.Vidro,vidrojo01,2B
MON,2003,J.Carroll,carroja01,3B
MON,2003,O.Cabrera,cabreor01,SS
MON,2003,B.Wilkerson,wilkebr01,LF
MON,2003,E.Chavez,chaveen01,CF
MON,2003,V.Guerrero,guerrvl01,RF
MON,2003,E.Guzman,guzmaed01,DH
NYM,2003,V.Wilson,wilsova01,C
NYM,2003,J.Phillips,phillja04,1B
NYM,2003,R.Alomar,alomaro01,2B
NYM,2003,T.Wigginton,wiggity01,3B
NYM,2003,J.Reyes,reyesjo01,SS
NYM,2003,C.Floyd,floydcl01,LF
NYM,2003,J.Duncan,duncaje01,CF
NYM,2003,R.Cedeno,cedenro01,RF
NYM,2003,J.Bell,bellja01,DH
NYY,2003,J.Posada,posadjo01,C
NYY,2003,J.Giambi,giambja01,1B
NYY,2003,A.Soriano,soriaal01,2B
NYY,2003,R.Ventura,venturo01,3B
NYY,2003,D.Jeter,jeterde01,SS
NYY,2003,H.Matsui,matsuhi01,LF
NYY,2003,B.Williams,willibe02,CF
NYY,2003,R.Mondesi,mondera01,RF
NYY,2003,N.Johnson,johnsni01,DH
OAK,2003,R.Hernandez,hernara02,C
OAK,2003,S.Hatteberg,hattesc01,1B
OAK,2003,M.Ellis,ellisma01,2B
OAK,2003,E.Chavez,chaveer01,3B
OAK,2003,M.Tejada,tejadmi01,SS
OAK,2003,T.Long,longte01,LF
OAK,2003,C.Singleton,singlch01,CF
OAK,2003,J.Dye,dyeje01,RF
OAK,2003,E.Durazo,durazer01,DH
PHI,2003,M.Lieberthal,liebemi01,C
PHI,2003,J.Thome,thomeji01,1B
PHI,2003,P.Polanco,polanpl01,2B
PHI,2003,D.Bell,bellda01,3B
PHI,2003,J.Rollins,rolliji01,SS
PHI,2003,P.Burrell,burrepa01,LF
PHI,2003,M.Byrd,byrdma01,CF
PHI,2003,B.Abreu,abreubo01,RF
PHI,2003,R.Ledee,ledeeri01,DH
PIT,2003,J.Kendall,kendaja01,C
PIT,2003,R.Simon,simonra01,1B
PIT,2003,J.Reboulet,rebouje01,2B
PIT,2003,A.Ramirez,ramirar01,3B
PIT,2003,J.Wilson,wilsoja02,SS
PIT,2003,B.Giles,gilesbr02,LF
PIT,2003,K.Lofton,loftoke01,CF
PIT,2003,R.Sanders,sandere02,RF
PIT,2003,C.Wilson,wilsocr03,DH
SDP,2003,G.Bennett,bennega01,C
SDP,2003,R.Klesko,kleskry01,1B
SDP,2003,M.Loretta,loretma01,2B
SDP,2003,S.Burroughs,burrose01,3B
SDP,2003,R.Vazquez,vazqura01,SS
SDP,2003,R.White,whitero02,LF
SDP,2003,M.Kotsay,kotsama01,CF
SDP,2003,X.Nady,nadyxa01,RF
SDP,2003,B.Buchanan,buchabr01,DH
SEA,2003,D.Wilson,wilsoda01,C
SEA,2003,J.Olerud,olerujo01,1B
SEA,2003,B.Boone,boonebr01,2B
SEA,2003,J.Cirillo,cirilje01,3B
SEA,2003,C.Guillen,guillca01,SS
SEA,2003,R.Winn,winnra01,LF
SEA,2003,M.Cameron,camermi01,CF
SEA,2003,I.Suzuki,suzukic01,RF
SEA,2003,E.Martinez,martied01,DH
SFG,2003,B.Santiago,santibe01,C
SFG,2003,J.Snow,snowj.01,1B
SFG,2003,R.Durham,durhara01,2B
SFG,2003,E.Alfonzo,alfoned01,3B
SFG,2003,R.Aurilia,aurilri01,SS
SFG,2003,B.Bonds,bondsba01,LF
SFG,2003,M.Grissom,grissma02,CF
SFG,2003,J.Cruz,cruzjo02,RF
SFG,2003,A.Galarraga,galaran01,DH
STL,2003,M.Matheny,mathemi01,C
STL,2003,T.Martinez,martiti02,1B
STL,2003,B.Hart,hartbo01,2B
STL,2003,S.Rolen,rolensc01,3B
STL,2003,E.Renteria,renteed01,SS
STL,2003,A.Pujols,pujolal01,LF
STL,2003,J.Edmonds,edmonji01,CF
STL,2003,E.Perez,perezed01,RF
STL,2003,J.Simontacchi,simonja01,DH
TBD,2003,T.Hall,hallto02,C
TBD,2003,T.Lee,leetr01,1B
TBD,2003,M.Anderson,anderma02,2B
TBD,2003,D.Rolls,rollsda01,3B
TBD,2003,J.Lugo,lugoju01,SS
TBD,2003,C.Crawford,crawfca02,LF
TBD,2003,R.Baldelli,baldero01,CF
TBD,2003,A.Huff,huffau01,RF
TBD,2003,A.Martin,martial03,DH
TEX,2003,E.Diaz,diazei01,C
TEX,2003,M.Teixeira,teixema01,1B
TEX,2003,M.Young,youngmi02,2B
TEX,2003,H.Blalock,blaloha01,3B
TEX,2003,A.Rodriguez,rodrial01,SS
TEX,2003,S.Spencer,spencsh01,LF
TEX,2003,R.Christenson,chrisry01,CF
TEX,2003,J.Gonzalez,gonzaju03,RF
TEX,2003,R.Palmeiro,palmera01,DH
TOR,2003,G.Myers,myersgr01,C
TOR,2003,C.Delgado,delgaca01,1B
TOR,2003,O.Hudson,hudsoor01,2B
TOR,2003,E.Hinske,hinsker01,3B
TOR,2003,C.Woodward,woodwch01,SS
TOR,2003,S.Stewart,stewash01,LF
TOR,2003,V.Wells,wellsve01,CF
TOR,2003,R.Johnson,johnsre02,RF
TOR,2003,J.Phelps,phelpjo01,DH
ANA,2004,B.Molina,molinbe01,C
ANA,2004,D.Erstad,erstada01,1B
ANA,2004,A.Kennedy,kennead01,2B
ANA,2004,C.Figgins,figgich01,3B
ANA,2004,D.Eckstein,eckstda01,SS
ANA,2004,J.Guillen,guilljo01,LF
ANA,2004,G.Anderson,anderga01,CF
ANA,2004,V.Guerrero,guerrvl01,RF
ANA,2004,T.Glaus,glaustr01,DH
ARI,2004,J.Brito,britoju01,C
ARI,2004,S.Hillenbrand,hillesh02,1B
ARI,2004,S.Hairston,hairssc01,2B
ARI,2004,C.Tracy,tracych01,3B
ARI,2004,A.Cintron,cintral01,SS
ARI,2004,L.Gonzalez,gonzalu01,LF
ARI,2004,S.Finley,finlest01,CF
ARI,2004,D.Bautista,bautida01,RF
ARI,2004,C.Baerga,baergca01,DH
ATL,2004,J.Estrada,estrajo01,C
ATL,2004,A.LaRoche,larocad01,1B
ATL,2004,M.Giles,gilesma01,2B
ATL,2004,C.Jones,jonesch06,3B
ATL,2004,R.Furcal,furcara02,SS
ATL,2004,C.Thomas,thomach01,LF
ATL,2004,A.Jones,jonesan01,CF
ATL,2004,J.Drew,drewj.01,RF
ATL,2004,J.Franco,francju01,DH
BAL,2004,J.Lopez,lopezja01,C
BAL,2004,R.Palmeiro,palmera01,1B
BAL,2004,B.Roberts,roberbr01,2B
BAL,2004,M.Mora,morame01,3B
BAL,2004,M.Tejada,tejadmi01,SS
BAL,2004,L.Bigbie,bigbila01,LF
BAL,2004,L.Matos,matoslu01,CF
BAL,2004,J.Gibbons,gibboja01,RF
BAL,2004,D.Newhan,newhada01,DH
BOS,2004,J.Varitek,varitja01,C
BOS,2004,K.Millar,millake01,1B
BOS,2004,M.Bellhorn,bellhma01,2B
BOS,2004,B.Mueller,muellbi02,3B
BOS,2004,P.Reese,reesepo01,SS
BOS,2004,M.Ramirez,ramirma02,LF
BOS,2004,J.Damon,damonjo01,CF
BOS,2004,G.Kapler,kaplega01,RF
BOS,2004,D.Ortiz,ortizda01,DH
CHC,2004,M.Barrett,barremi01,C
CHC,2004,D.Lee,leede02,1B
CHC,2004,T.Walker,walketo04,2B
CHC,2004,A.Ramirez,ramirar01,3B
CHC,2004,R.Martinez,martira03,SS
CHC,2004,M.Alou,aloumo01,LF
CHC,2004,C.Patterson,patteco01,CF
CHC,2004,S.Sosa,sosasa01,RF
CHC,2004,T.Hollandsworth,hollato01,DH
CHW,2004,B.Davis,davisbe01,C
CHW,2004,P.Konerko,konerpa01,1B
CHW,2004,W.Harris,harriwi02,2B
CHW,2004,J.Crede,credejo01,3B
CHW,2004,J.Valentin,valenjo03,SS
CHW,2004,C.Lee,leeca01,LF
CHW,2004,A.Rowand,rowanaa01,CF
CHW,2004,J.Borchard,borchjo01,RF
CHW,2004,F.Thomas,thomafr04,DH
CIN,2004,J.LaRue,larueja01,C
CIN,2004,S.Casey,caseyse01,1B
CIN,2004,D.Jimenez,jimend'01,2B
CIN,2004,J.Castro,castrju01,3B
CIN,2004,B.Larkin,larkiba01,SS
CIN,2004,A.Dunn,dunnad01,LF
CIN,2004,K.Griffey,griffke02,CF
CIN,2004,A.Kearns,kearnau01,RF
CIN,2004,J.Cruz,cruzja01,DH
CLE,2004,V.Martinez,martivi01,C
CLE,2004,B.Broussard,brousbe01,1B
CLE,2004,R.Belliard,belliro01,2B
CLE,2004,C.Blake,blakeca01,3B
CLE,2004,O.Vizquel,vizquom01,SS
CLE,2004,M.Lawton,lawtoma02,LF
CLE,2004,C.Crisp,crispco01,CF
CLE,2004,J.Gerut,gerutjo01,RF
CLE,2004,T.Hafner,hafnetr01,DH
COL,2004,C.Johnson,johnsch04,C
COL,2004,T.Helton,heltoto01,1B
COL,2004,A.Miles,milesaa01,2B
COL,2004,V.Castilla,castivi02,3B
COL,2004,R.Clayton,claytro01,SS
COL,2004,M.Holliday,hollima01,LF
COL,2004,J.Burnitz,burnije01,CF
COL,2004,L.Walker,walkela01,RF
COL,2004,M.Sweeney,sweenma01,DH
DET,2004,I.Rodriguez,rodriiv01,C
DET,2004,C.Pena,penaca01,1B
DET,2004,O.Infante,infanom01,2B
DET,2004,E.Munson,munsoer01,3B
DET,2004,C.Guillen,guillca01,SS
DET,2004,R.White,whitero02,LF
DET,2004,A.Sanchez,sanchal03,CF
DET,2004,B.Higginson,higgibo02,RF
DET,2004,D.Young,youngdm01,DH
FLA,2004,M.Redmond,redmomi01,C
FLA,2004,H.Choi,choihe01,1B
FLA,2004,L.Castillo,castilu01,2B
FLA,2004,M.Lowell,lowelmi01,3B
FLA,2004,A.Gonzalez,gonzaal02,SS
FLA,2004,J.Conine,coninje01,LF
FLA,2004,J.Pierre,pierrju01,CF
FLA,2004,M.Cabrera,cabremi01,RF
FLA,2004,D.Easley,easleda01,DH
HOU,2004,B.Ausmus,ausmubr01,C
HOU,2004,J.Bagwell,bagweje01,1B
HOU,2004,J.Kent,kentje01,2B
HOU,2004,M.Ensberg,ensbemo01,3B
HOU,2004,A.Everett,everead01,SS
HOU,2004,C.Biggio,biggicr01,LF
HOU,2004,C.Beltran,beltrca01,CF
HOU,2004,L.Berkman,berkmla01,RF
HOU,2004,M.Lamb,lambmi01,DH
KCR,2004,J.Buck,buckjo01,C
KCR,2004,K.Harvey,harveke01,1B
KCR,2004,T.Graffanino,graffto01,2B
KCR,2004,J.Randa,randajo01,3B
KCR,2004,A.Berroa,berroan01,SS
KCR,2004,D.Brown,brownde02,LF
KCR,2004,D.DeJesus,dejesda01,CF
KCR,2004,M.Stairs,stairma01,RF
KCR,2004,M.Sweeney,sweenmi01,DH
LAD,2004,P.Lo Duca,loducpa01,C
LAD,2004,S.Green,greensh01,1B
LAD,2004,A.Cora,coraal01,2B
LAD,2004,A.Beltre,beltrad01,3B
LAD,2004,C.Izturis,izturce01,SS
LAD,2004,J.Werth,werthja01,LF
LAD,2004,M.Bradley,bradlmi01,CF
LAD,2004,J.Encarnacion,encarju01,RF
LAD,2004,O.Saenz,saenzol01,DH
MIL,2004,C.Moeller,moellch01,C
MIL,2004,L.Overbay,overbly01,1B
MIL,2004,J.Spivey,spiveju01,2B
MIL,2004,W.Helms,helmswe01,3B
MIL,2004,C.Counsell,counscr01,SS
MIL,2004,G.Jenkins,jenkige01,LF
MIL,2004,S.Podsednik,podsesc01,CF
MIL,2004,B.Clark,clarkbr02,RF
MIL,2004,J.Liefer,liefeje01,DH
MIN,2004,H.Blanco,blanche01,C
MIN,2004,D.Mientkiewicz,mientdo01,1B
MIN,2004,L.Rivas,rivaslu01,2B
MIN,2004,C.Koskie,koskico01,3B
MIN,2004,C.Guzman,guzmacr01,SS
MIN,2004,L.Ford,fordle01,LF
MIN,2004,T.Hunter,hunteto01,CF
MIN,2004,J.Jones,jonesja05,RF
MIN,2004,J.Offerman,offerjo01,DH
MON,2004,B.Schneider,schnebr01,C
MON,2004,B.Wilkerson,wilkebr01,1B
MON,2004,J.Vidro,vidrojo01,2B
MON,2004,T.Batista,batisto01,3B
MON,2004,O.Cabrera,cabreor01,SS
MON,2004,T.Sledge,sledgte01,LF
MON,2004,E.Chavez,chaveen01,CF
MON,2004,J.Rivera,riverju01,RF
MON,2004,C.Everett,evereca01,DH
